,NP15,SP15,PVP,PG&E,SCCG,SCEB,HenryHub,NatGasFut1
01-01-2014,0,0,0,0,0,0,0,0
02-01-2014,0,0,47.95,0,0,0,4.32,4.321
03-01-2014,54.81,0,43.44,0,0,0,4.39,4.304
04-01-2014,49.25,0,41.68,5.01,4.76,4.58,4.35,3.13
05-01-2014,62.06,60.84,43.05,5.27,5.08,4.93,4.35,3.13
06-01-2014,0,0,0,0,0,0,4.5,4.306
07-01-2014,60.92,59.75,57.38,5.03,4.94,4.81,4.58,4.299
08-01-2014,0,0,0,4.49,4.48,4.33,4.36,4.216
09-01-2014,0,0,0,0,0,0,4.15,4.005
10-01-2014,49.16,51.11,40.83,4.58,4.45,4.26,3.95,4.053
11-01-2014,0,41,33.77,0,0,0,3.13,3.13
12-01-2014,0,0,0,4.66,4.59,4.42,3.13,3.13
13-01-2014,0,0,37.52,0,0,0,4.19,4.274
14-01-2014,47.38,0,39.07,0,0,0,4.36,4.369
15-01-2014,46.88,0,38.05,0,0,0,4.45,4.325
16-01-2014,0,0,0,0,0,0,4.55,4.382
17-01-2014,47.54,0,39.85,0,0,0,4.39,4.326
18-01-2014,0,0,38.9,0,0,0,3.13,3.13
19-01-2014,0,0,0,0,0,0,3.13,3.13
20-01-2014,0,0,0,0,0,0,3.13,4.326
21-01-2014,0,0,38.95,0,0,0,4.61,4.431
22-01-2014,50.44,0,37.26,0,0,0,4.92,4.689
23-01-2014,52.5,0,38.25,0,0,0,5.64,4.73
24-01-2014,0,0,0,0,0,0,5.17,5.182
25-01-2014,51.98,0,39.5,0,0,0,3.13,3.13
26-01-2014,0,0,0,0,0,0,3.13,3.13
27-01-2014,0,0,44.27,0,0,0,5.66,4.847
28-01-2014,0,0,46.08,0,0,0,5.25,5.033
29-01-2014,50.08,0,42.34,0,0,0,5.23,5.557
30-01-2014,0,0,0,0,0,0,5.27,5.011
31-01-2014,51,0,42.29,0,0,0,5.04,4.943
01-02-2014,0,0,0,0,0,0,3.13,3.13
02-02-2014,0,0,0,0,0,0,3.13,3.13
03-02-2014,0,0,0,0,0,0,5.04,4.905
04-02-2014,48.29,0,39.86,4.98,4.7,4.55,5.78,5.375
05-02-2014,0,0,0,5.3,5.12,4.95,8.12,5.03
06-02-2014,0,52.09,44.18,5,4.8,4.62,6.9,4.931
07-02-2014,0,0,0,5.03,4.96,4.81,5.92,4.775
08-02-2014,58.1,54.17,47.26,0,0,0,3.13,3.13
09-02-2014,0,51.8,45.46,4.55,4.35,4.18,3.13,3.13
10-02-2014,50.5,54.04,40.87,4.58,4.42,4.24,8.15,4.579
11-02-2014,0,0,0,0,0,0,7.75,4.824
12-02-2014,50,50.55,33.65,4.27,4.26,4.02,5.96,4.822
13-02-2014,0,0,0,0,0,0,5.34,5.223
14-02-2014,58.95,0,50.62,0,0,0,5.54,5.214
15-02-2014,51.52,0,45.67,0,0,0,3.13,3.13
16-02-2014,0,0,0,0,0,0,3.13,3.13
17-02-2014,0,0,0,0,0,0,3.13,5.214
18-02-2014,57,0,49.08,0,0,0,5.8,5.551
19-02-2014,55.75,0,46.01,0,0,0,6,6.149
20-02-2014,56.62,0,45.88,0,0,0,5.96,6.064
21-02-2014,0,0,0,0,0,0,6.24,6.135
22-02-2014,60.69,0,47.56,0,0,0,3.13,3.13
23-02-2014,0,0,0,0,0,0,3.13,3.13
24-02-2014,73.22,0,56.83,0,0,0,6.08,5.445
25-02-2014,73.72,0,61.77,0,0,0,5.21,5.096
26-02-2014,57.63,0,46.01,0,0,0,4.81,4.855
27-02-2014,0,0,0,0,0,0,4.61,4.511
28-02-2014,56.38,0,43.23,0,0,0,4.8,4.609
01-03-2014,0,0,0,0,0,0,3.13,3.13
02-03-2014,57,0,48.18,0,0,0,3.13,3.13
03-03-2014,61.13,0,47.38,0,0,0,7.09,4.492
04-03-2014,48.99,0,39.26,4.95,4.71,4.51,7.98,4.667
05-03-2014,53.29,50.51,41.39,0,0,0,6.46,4.523
06-03-2014,0,51.3,44.14,5.12,5,4.85,4.89,4.662
07-03-2014,56,53.85,49.96,5,4.93,4.77,4.78,4.618
08-03-2014,0,0,0,0,0,0,3.13,3.13
09-03-2014,48.43,49.12,41.29,4.47,4.36,4.2,3.13,3.13
10-03-2014,0,0,0,4.45,4.36,4.17,4.67,4.651
11-03-2014,0,48.3,34.94,4.26,3.92,3.72,4.67,4.605
12-03-2014,50.5,50,35.55,4.17,4.15,4,4.72,4.49
13-03-2014,48,0,38.99,0,0,0,4.41,4.383
14-03-2014,0,0,0,0,0,0,4.4,4.425
15-03-2014,45.95,0,37.9,0,0,0,3.13,3.13
16-03-2014,0,0,0,0,0,0,3.13,3.13
17-03-2014,45.59,0,39.35,0,0,0,4.57,4.536
18-03-2014,51.78,0,40.77,5.03,4.83,4.65,4.42,4.456
19-03-2014,48,0,40.39,4.9,4.75,4.58,4.43,4.484
20-03-2014,50,0,41.79,4.89,4.81,4.68,4.39,4.369
21-03-2014,0,0,0,4.88,4.83,4.6,4.33,4.313
22-03-2014,48.88,0,39.46,0,0,0,3.13,3.13
23-03-2014,0,0,0,0,0,0,3.13,3.13
24-03-2014,50,0,39.27,4.82,4.85,4.62,4.42,4.276
25-03-2014,49.56,0,37.83,4.86,4.9,4.73,4.53,4.411
26-03-2014,49.26,0,40.14,5.05,4.97,4.83,4.44,4.402
27-03-2014,47.7,0,40.46,4.94,4.89,4.73,4.39,4.584
28-03-2014,0,0,0,4.92,4.79,4.62,4.5,4.485
29-03-2014,46.65,0,39.93,0,0,0,3.13,3.13
30-03-2014,0,0,0,0,0,0,3.13,3.13
31-03-2014,50.8,0,41.8,4.98,4.8,4.62,4.48,4.371
01-04-2014,0,0,38.95,0,0,0,4.39,4.276
02-04-2014,0,0,50.93,0,0,0,4.39,4.364
03-04-2014,74,0,64.73,0,0,0,4.51,4.47
04-04-2014,0,0,0,5.03,4.79,4.64,4.49,4.439
05-04-2014,0,0,0,0,0,0,3.13,3.13
06-04-2014,51.98,54.53,46.27,5.21,5.13,4.98,3.13,3.13
07-04-2014,0,0,0,0,0,0,4.58,4.476
08-04-2014,0,56.28,47.5,4.5,4.46,4.3,4.57,4.534
09-04-2014,49.98,49.23,40.22,4.38,4.33,4.17,4.67,4.586
10-04-2014,51.01,54.3,40.16,0,0,0,4.67,4.655
11-04-2014,0,51,36.5,4.34,3.86,3.63,4.67,4.62
12-04-2014,0,45.53,34.36,4.06,4.05,3.87,3.13,3.13
13-04-2014,0,0,0,0,0,0,3.13,3.13
14-04-2014,0,0,42.84,5.15,4.89,4.72,4.64,4.56
15-04-2014,54.69,54.42,40.09,5.07,4.87,4.71,4.69,4.567
16-04-2014,0,0,0,5.11,4.92,4.76,4.64,4.53
17-04-2014,0,50.14,39.92,5.09,4.89,4.73,4.64,4.741
18-04-2014,0,0,0,0,0,0,3.13,3.13
19-04-2014,48.06,46.92,37.74,0,0,0,3.13,3.13
20-04-2014,0,0,0,0,0,0,3.13,3.13
21-04-2014,52.68,51.72,41.24,5,4.71,4.56,4.76,4.697
22-04-2014,53.6,47.34,41.16,5.22,4.99,4.83,4.76,4.739
23-04-2014,0,46.75,42.31,5.14,4.96,4.8,4.81,4.73
24-04-2014,50.83,49.04,41.15,5.2,5.01,4.86,4.81,4.705
25-04-2014,0,0,0,5.29,5.07,4.9,4.83,4.647
26-04-2014,48.53,46.38,39.07,0,0,0,3.13,3.13
27-04-2014,0,0,0,0,0,0,3.13,3.13
28-04-2014,55.54,52.61,41.57,5.1,4.85,4.68,4.72,4.795
29-04-2014,55.96,55.01,39.54,5.23,5,4.84,4.78,4.831
30-04-2014,59.34,56.63,41.5,5.24,5.05,4.89,4.79,4.815
01-05-2014,0,0,0,0,0,0,4.79,4.719
02-05-2014,86.62,0,74.51,0,0,0,4.73,4.674
03-05-2014,66,0,59.99,0,0,0,3.13,3.13
04-05-2014,47.98,0,40.01,0,0,0,3.13,3.13
05-05-2014,0,46.23,42.29,5.17,4.88,4.74,4.73,4.688
06-05-2014,52,52.74,46.33,5.17,5.07,4.91,4.8,4.799
07-05-2014,47.25,0,41.9,0,0,0,4.82,4.74
08-05-2014,51,50.19,40.97,4.48,4.45,4.32,4.77,4.572
09-05-2014,0,0,0,4.34,4.35,4.19,4.59,4.531
10-05-2014,0,0,0,0,0,0,3.13,3.13
11-05-2014,54.42,54.26,38.43,4.41,3.98,3.53,3.13,3.13
12-05-2014,0,0,0,3.99,3.88,3.6,4.52,4.434
13-05-2014,60.25,62.76,46.84,5.08,4.97,4.82,4.47,4.358
14-05-2014,64.93,64.95,48.34,5,4.86,4.72,4.47,4.367
15-05-2014,67.55,69.36,45.76,4.95,4.87,4.72,4.42,4.469
16-05-2014,0,0,0,4.91,4.85,4.68,4.42,4.413
17-05-2014,53.88,54.83,44.59,0,0,0,3.13,3.13
18-05-2014,0,0,0,0,0,0,3.13,3.13
19-05-2014,0,47.27,43.75,4.94,4.75,4.6,4.54,4.47
20-05-2014,46.8,46.83,39.52,4.97,4.83,4.67,4.53,4.552
21-05-2014,48.64,47.25,40.17,4.98,4.84,4.67,4.57,4.473
22-05-2014,0,0,0,4.97,4.86,4.74,4.57,4.359
23-05-2014,49.73,47.77,39.28,4.93,4.79,4.62,4.4,4.405
24-05-2014,48.25,46.05,38.7,0,0,0,3.13,3.13
25-05-2014,0,0,0,0,0,0,3.13,3.13
26-05-2014,0,0,0,0,0,0,4.4,3.13
27-05-2014,0,51.96,44.53,4.83,4.63,4.42,4.4,4.505
28-05-2014,0,47.22,43.16,4.91,4.83,4.7,4.56,4.619
29-05-2014,49.45,50.68,42.85,5.03,4.94,4.79,4.63,4.559
30-05-2014,0,0,0,0,0,0,4.49,4.542
31-05-2014,48.13,48.82,43.67,5.1,4.97,4.81,3.13,3.13
01-06-2014,47.96,0,42.01,0,0,0,3.13,3.13
02-06-2014,193,0,171.33,0,0,0,4.49,4.612
03-06-2014,51.75,0,43.97,0,0,0,4.62,4.629
04-06-2014,0,0,0,0,0,0,4.62,4.64
05-06-2014,50,47.75,40.25,5.23,5.02,4.87,4.66,4.701
06-06-2014,0,0,0,5.2,5.12,4.96,4.66,4.71
07-06-2014,0,0,0,0,0,0,3.13,3.13
08-06-2014,50.23,47.45,40.18,4.51,4.45,4.31,3.13,3.13
09-06-2014,48.75,49.77,38.73,0,0,0,4.67,4.645
10-06-2014,56.08,56.52,41.48,4.41,4.26,4.1,4.67,4.53
11-06-2014,0,53.55,39.93,4.53,4.03,3.86,4.51,4.508
12-06-2014,41.75,43.98,31.63,0,0,0,4.51,4.762
13-06-2014,0,0,0,5.06,4.94,4.76,4.7,4.739
14-06-2014,47.72,45.93,43.49,0,0,0,3.13,3.13
15-06-2014,0,0,0,0,0,0,3.13,3.13
16-06-2014,52.02,51.61,45.31,5.21,4.94,4.77,4.71,4.707
17-06-2014,47.54,47.45,41.05,5.2,5.05,4.89,4.68,4.709
18-06-2014,49.12,48.53,41.52,5.17,4.95,4.77,4.68,4.659
19-06-2014,50.66,49.71,42.08,5.21,4.99,4.81,4.67,3.13
20-06-2014,0,0,0,5.18,4.99,4.84,4.53,4.531
21-06-2014,51,51.32,44.12,0,0,0,3.13,3.13
22-06-2014,0,0,0,0,0,0,3.13,3.13
23-06-2014,52,54.54,47.49,5.06,4.84,4.65,4.53,4.446
24-06-2014,48.93,51.17,46.1,5.05,4.89,4.74,4.49,4.535
25-06-2014,47.54,50.13,43.8,5.08,4.95,4.79,4.58,4.553
26-06-2014,47.15,48.23,45.31,5.13,4.97,4.83,4.58,4.4
27-06-2014,0,47,45.54,5.1,4.95,4.8,4.39,4.409
28-06-2014,0,0,0,0,0,0,3.13,3.13
29-06-2014,0,0,0,0,0,0,3.13,3.13
30-06-2014,56.9,54.77,47,4.9,4.67,4.52,4.39,4.461
01-07-2014,50.81,0,46.19,0,0,0,4.47,4.455
02-07-2014,0,0,0,0,0,0,4.47,4.357
03-07-2014,0,0,0,0,0,0,4.31,4.406
04-07-2014,54.47,0,40.12,5,4.74,4.57,3.13,3.13
05-07-2014,52.27,51.78,40.18,5.24,5.05,4.88,3.13,3.13
06-07-2014,0,50.88,46.31,0,0,0,3.13,3.13
07-07-2014,59.75,60.21,53.58,4.89,4.65,4.5,4.31,4.225
08-07-2014,51.85,48.62,39.86,4.54,4.45,4.29,4.18,4.204
09-07-2014,0,0,0,0,0,0,4.17,4.17
10-07-2014,54.2,53.28,38.1,4.38,4.22,4.04,4.15,4.12
11-07-2014,0,0,0,4.51,4.08,3.91,4.13,4.146
12-07-2014,0,0,0,0,0,0,3.13,3.13
13-07-2014,0,0,0,0,0,0,3.13,3.13
14-07-2014,63.11,64.75,58.96,4.74,4.58,4.45,4.13,4.147
15-07-2014,57,57.25,52.16,4.82,4.77,4.57,4.13,4.097
16-07-2014,49.62,51.83,46.57,4.82,4.76,4.6,4.16,4.119
17-07-2014,47.09,47.53,40.48,4.79,4.72,4.56,4.04,3.954
18-07-2014,0,0,0,4.65,4.47,4.26,4.08,3.951
19-07-2014,45.53,44.21,40.33,0,0,0,3.13,3.13
20-07-2014,0,0,0,0,0,0,3.13,3.13
21-07-2014,49,49.69,41.7,4.55,4.34,4.17,3.87,3.849
22-07-2014,50.4,50.06,42.57,4.55,4.48,4.35,3.81,3.772
23-07-2014,0,53.01,43.74,4.52,4.52,4.35,3.83,3.762
24-07-2014,52,55.16,43.46,4.49,4.53,4.37,3.83,3.847
25-07-2014,0,0,0,4.48,4.47,4.32,3.86,3.781
26-07-2014,50.7,52.75,44.39,0,0,0,3.13,3.13
27-07-2014,0,0,0,0,0,0,3.13,3.13
28-07-2014,0,56.63,46.74,4.46,4.43,4.28,3.84,3.747
29-07-2014,0,54.15,44.23,4.52,4.5,4.35,3.79,3.808
30-07-2014,0,53.59,42.79,4.47,4.47,4.29,3.78,3.786
31-07-2014,0,55.59,47.55,4.47,4.46,4.31,3.78,3.841
01-08-2014,49.5,0,44.69,0,0,0,3.77,3.798
02-08-2014,108.15,0,107.38,0,0,0,3.13,3.13
03-08-2014,48.93,0,40.07,0,0,0,3.13,3.13
04-08-2014,60.39,0,42.36,5.06,4.85,4.68,3.87,3.834
05-08-2014,51.92,54.41,38.87,5.25,5.05,4.89,3.87,3.897
06-08-2014,0,0,0,0,0,0,3.92,3.933
07-08-2014,55.5,55.91,45.55,4.89,4.8,4.65,3.99,3.876
08-08-2014,0,0,0,4.57,4.46,4.32,3.94,3.962
09-08-2014,50,50.98,38.39,4.32,4.22,4.07,3.13,3.13
10-08-2014,52.85,51.85,35.86,4.41,4.24,4.04,3.13,3.13
11-08-2014,0,49.94,38.72,0,0,0,4,3.965
12-08-2014,0,0,31.71,3.89,3.64,3.45,3.94,3.974
13-08-2014,0,51.29,41.62,4.56,4.49,4.35,3.9,3.831
14-08-2014,47.69,49.11,40.22,4.49,4.43,4.3,3.85,3.906
15-08-2014,0,0,0,4.47,4.38,4.27,3.8,3.776
16-08-2014,0,47.81,39.62,0,0,0,3.13,3.13
17-08-2014,0,0,0,0,0,0,3.13,3.13
18-08-2014,53,53.42,43.53,4.38,4.27,4.15,3.78,3.792
19-08-2014,51.13,50.72,40.58,4.4,4.34,4.22,3.84,3.877
20-08-2014,0,49.45,39.88,4.45,4.38,4.26,3.88,3.823
21-08-2014,51.01,50.05,39.68,4.43,4.37,4.26,3.88,3.889
22-08-2014,0,0,0,4.46,4.45,4.34,3.88,3.84
23-08-2014,49.25,47.69,39.35,0,0,0,3.13,3.13
24-08-2014,0,0,0,0,0,0,3.13,3.13
25-08-2014,0,51.42,40.58,4.45,4.29,4.15,3.94,3.937
26-08-2014,52.29,51.32,40.63,4.53,4.44,4.31,3.99,3.911
27-08-2014,0,52.15,39.43,4.55,4.44,4.3,4.02,3.957
28-08-2014,0,0,0,4.56,4.46,4.33,4.06,4.044
29-08-2014,51.75,53.22,42.08,0,0,0,4.04,4.065
30-08-2014,46,47.7,41.48,0,0,0,3.13,3.13
31-08-2014,0,0,0,4.55,4.38,4.25,3.13,3.13
01-09-2014,44.84,0,38.47,0,0,0,3.13,3.13
02-09-2014,0,0,0,0,0,0,4.01,3.89
03-09-2014,0,0,0,0,0,0,3.94,3.847
04-09-2014,0,0,42.29,5.06,4.89,4.78,3.91,3.819
05-09-2014,0,0,0,5.19,5,4.83,3.86,3.793
06-09-2014,0,0,0,0,0,0,3.13,3.13
07-09-2014,49.78,52.02,40.98,4.8,4.76,4.6,3.13,3.13
08-09-2014,0,46.66,39.76,0,0,0,3.86,3.876
09-09-2014,47.7,49.51,37.78,4.39,4.36,4.19,3.93,3.984
10-09-2014,49.72,49.75,37.84,4.41,4.25,4.08,3.98,3.954
11-09-2014,0,0,0,0,0,0,3.94,3.823
12-09-2014,43.5,43.5,31.48,3.95,3.8,3.61,3.82,3.857
13-09-2014,51.25,52.56,40.01,0,0,0,3.13,3.13
14-09-2014,0,0,0,0,0,0,3.13,3.13
15-09-2014,59.26,65.49,54.12,4.34,4.38,4.23,3.92,3.931
16-09-2014,55.5,63.54,42.61,4.51,4.48,4.32,3.85,3.995
17-09-2014,52.26,56.98,39.19,4.45,4.42,4.26,3.97,4.013
18-09-2014,48,51.04,38.15,4.58,4.55,4.38,3.99,3.91
19-09-2014,0,0,0,4.56,4.46,4.31,3.99,3.837
20-09-2014,47.85,47.76,39.03,0,0,0,3.13,3.13
21-09-2014,0,0,0,0,0,0,3.13,3.13
22-09-2014,0,0,39.55,4.39,4.19,4.02,3.88,3.85
23-09-2014,50,51,41.39,4.43,4.39,4.23,3.9,3.816
24-09-2014,50.5,52.31,43.96,4.47,4.39,4.23,3.84,3.911
25-09-2014,0,50.78,44.31,4.4,4.32,4.15,3.89,3.971
26-09-2014,0,0,0,4.42,4.32,4.15,3.89,3.984
27-09-2014,0,46.92,40.1,0,0,0,3.13,3.13
28-09-2014,0,0,0,0,0,0,3.13,3.13
29-09-2014,0,48.54,39.6,4.43,4.18,4.02,3.89,4.154
30-09-2014,0,49,41.04,4.55,4.4,4.23,3.13,4.121
01-10-2014,0,0,0,0,0,0,3.13,3.13
02-10-2014,68.93,0,57.72,0,0,0,3.13,3.13
03-10-2014,47.71,0,39.73,0,0,0,3.94,4.039
04-10-2014,59.77,0,42.51,5.1,4.91,4.75,3.13,3.13
05-10-2014,51.53,46.49,38.65,0,0,0,3.13,3.13
06-10-2014,55.94,53.64,47.86,5.24,5.1,4.95,3.89,3.898
07-10-2014,49.04,51.31,41.6,4.82,4.77,4.61,3.88,3.957
08-10-2014,0,0,0,0,0,0,3.88,3.855
09-10-2014,48.6,50.86,38.63,4.52,4.5,4.34,3.87,3.845
10-10-2014,0,0,0,4.37,4.19,4.02,3.86,3.859
11-10-2014,0,50.21,40.61,4.65,4.05,3.86,3.13,3.13
12-10-2014,42.65,42.28,31.34,3.92,3.84,3.66,3.13,3.13
13-10-2014,0,53.43,37.82,4.32,4.03,3.84,3.87,3.916
14-10-2014,0,50.62,40.29,4.38,4.19,4.02,3.91,3.816
15-10-2014,0,47.22,37.81,4.41,4.19,4.03,3.81,3.8
16-10-2014,46.81,46.76,40.11,4.31,4.11,3.94,3.8,3.796
17-10-2014,0,0,0,4.27,4.06,3.88,3.73,3.766
18-10-2014,46.23,46.62,37.99,0,0,0,3.13,3.13
19-10-2014,0,0,0,0,0,0,3.13,3.13
20-10-2014,0,47.06,39.31,4.21,3.82,3.69,3.69,3.67
21-10-2014,46.75,45.29,37.14,4.24,3.94,3.76,3.62,3.711
22-10-2014,46.33,46.47,36.63,4.19,3.82,3.63,3.69,3.659
23-10-2014,0,49.09,38.68,4.21,3.81,3.63,3.6,3.622
24-10-2014,0,0,0,4.14,3.83,3.66,3.53,3.623
25-10-2014,0,44.79,37.93,0,0,0,3.13,3.13
26-10-2014,0,0,0,0,0,0,3.13,3.13
27-10-2014,0,45.75,37.58,4.07,3.47,3.42,3.56,3.561
28-10-2014,0,46.74,38.59,4.04,3.78,3.61,3.53,3.649
29-10-2014,0,48.22,38.41,4.05,3.81,3.64,3.6,3.728
30-10-2014,0,0,0,4.15,3.89,3.72,3.76,3.827
31-10-2014,0,0,36.96,4.24,4.03,3.81,3.82,3.873
01-11-2014,0,0,36.93,0,0,0,3.13,3.13
02-11-2014,72.44,0,59.15,0,0,0,3.13,3.13
03-11-2014,48.52,0,41.03,0,0,0,3.82,4.046
04-11-2014,0,0,0,5.1,4.9,4.74,3.67,4.129
05-11-2014,0,0,0,0,0,0,3.83,4.194
06-11-2014,50.25,51.01,46.6,5.15,5.01,4.85,3.92,4.404
07-11-2014,0,0,0,4.79,4.74,4.58,3.92,4.412
08-11-2014,54.2,53.09,45.76,4.5,4.34,4.24,3.13,3.13
09-11-2014,50.9,51.5,38.62,4.5,4.45,4.3,3.13,3.13
10-11-2014,48.13,49.33,38.1,0,0,0,4.18,4.255
11-11-2014,0,0,0,4.75,4.54,4.38,4.18,4.247
12-11-2014,41.31,41.02,30.43,3.89,3.89,3.73,4.2,4.185
13-11-2014,54,53.02,42.51,4.46,4.45,4.36,4.2,3.977
14-11-2014,0,0,0,4.39,4.38,4.3,4.05,4.02
15-11-2014,0,46.81,38.17,0,0,0,3.13,3.13
16-11-2014,0,0,0,0,0,0,3.13,3.13
17-11-2014,0,48.02,37.29,4.34,4.33,4.21,4.26,4.341
18-11-2014,0,50.63,38.93,4.5,4.52,4.43,4.33,4.244
19-11-2014,0,50.95,40.37,4.58,4.55,4.45,4.41,4.371
20-11-2014,0,53.1,42.1,4.75,4.72,4.68,4.41,4.489
21-11-2014,0,0,0,4.75,4.72,4.57,4.32,4.266
22-11-2014,0,49.42,40.58,0,0,0,3.13,3.13
23-11-2014,0,0,0,0,0,0,3.13,3.13
24-11-2014,51,51.03,40.49,4.62,4.56,4.39,4.09,4.151
25-11-2014,0,0,0,4.51,4.48,4.31,4.09,4.282
26-11-2014,47.13,47.58,37.38,0,0,0,4.15,4.355
27-11-2014,0,0,0,0,0,0,3.13,3.13
28-11-2014,0,0,0,0,0,0,4.3,4.088
29-11-2014,0,44.25,35.77,0,0,0,3.13,3.13
30-11-2014,0,0,0,4.47,4.43,4.27,3.13,3.13
01-12-2014,0,0,0,0,0,0,4.3,4.007
02-12-2014,66.16,0,59.93,0,0,0,3.77,3.874
03-12-2014,48.03,0,40.01,0,0,0,3.63,3.805
04-12-2014,51.25,0,44.5,0,0,0,3.63,3.649
05-12-2014,56.24,54.94,44.37,5.04,4.83,4.65,3.42,3.802
06-12-2014,48.55,48.4,46.17,5.08,4.96,4.8,3.13,3.13
07-12-2014,0,50.5,43.74,0,0,0,3.13,3.13
08-12-2014,50.86,51.99,42.45,4.56,4.48,4.35,3.42,3.595
09-12-2014,0,0,0,4.44,4.43,4.27,3.63,3.652
10-12-2014,0,0,0,0,0,0,3.65,3.706
11-12-2014,0,50.73,38.85,4.49,4.42,4.3,3.68,3.634
12-12-2014,0,0,0,3.98,3.92,3.75,3.91,3.795
13-12-2014,0,40,30.2,0,0,0,3.13,3.13
14-12-2014,0,0,0,0,0,0,3.13,3.13
15-12-2014,0,42.5,34.61,4,3.83,3.66,3.72,3.719
16-12-2014,44.38,45.3,34.04,4.07,4.02,3.86,3.58,3.619
17-12-2014,42.25,42.64,33.16,3.93,3.94,3.77,3.72,3.702
18-12-2014,42.9,43.93,32.28,3.94,3.97,3.83,3.71,3.642
19-12-2014,0,0,0,4,3.96,3.8,3.71,3.464
20-12-2014,0,0,32.23,0,0,0,3.13,3.13
21-12-2014,0,0,0,0,0,0,3.13,3.13
22-12-2014,0,0,32.65,3.74,3.6,3.49,3.05,3.144
23-12-2014,0,36.5,28.17,3.42,3.11,2.95,2.99,3.171
24-12-2014,0,0,0,3.34,3.03,2.9,2.99,3.03
25-12-2014,0,0,0,0,0,0,3.13,3.13
26-12-2014,0,32,24.9,0,0,0,2.74,3.007
27-12-2014,0,0,0,0,0,0,3.13,3.13
28-12-2014,0,0,0,0,0,0,3.13,3.13
29-12-2014,0,35.5,25.75,3.36,2.81,2.84,3.07,3.189
30-12-2014,38.25,39.45,35.08,3.51,3.63,3.61,3.14,3.094
31-12-2014,0,39.24,32.64,3.53,3.46,3.41,3.14,2.889
01-01-2015,0,0,0,0,0,0,3.13,3.13
02-01-2015,0,0,0,0,0,0,3.01,3.003
03-01-2015,0,0,0,0,0,0,3.13,3.13
04-01-2015,0,0,0,0,0,0,3.13,3.13
05-01-2015,0,35.63,41.76,3.38,3.25,3.24,3.22,2.882
06-01-2015,39.5,39.51,46.81,3.43,3.31,3.29,2.98,2.938
07-01-2015,0,36.85,82.97,3.23,3.1,3.11,3.08,2.871
08-01-2015,0,36.91,90.95,3.28,3.16,3.13,2.92,2.927
09-01-2015,0,0,52.8,3.17,3.01,2.95,2.96,2.946
10-01-2015,0,34.95,0,0,0,0,3.13,3.13
11-01-2015,0,0,0,0,0,0,3.13,3.13
12-01-2015,0,37.16,40.01,3.25,3.1,2.95,2.9,2.795
13-01-2015,35.33,36.07,46.63,3.21,3.07,2.93,2.92,2.943
14-01-2015,0,36.5,47.92,3.17,3.06,2.92,3.15,3.233
15-01-2015,0,0,44.38,3.37,3.27,3.11,3.32,3.158
16-01-2015,36,37.27,41.93,3.51,3.38,3.23,3.11,3.127
17-01-2015,0,37.04,0,0,0,0,3.13,3.13
18-01-2015,0,0,0,0,0,0,3.13,3.13
19-01-2015,0,0,36.35,0,0,0,3.13,3.13
20-01-2015,0,0,33.31,3.28,3.1,2.98,2.94,2.831
21-01-2015,0,35.03,37.52,3.18,3.03,2.87,2.94,2.974
22-01-2015,0,34.95,34.17,3.19,3.05,2.89,2.95,2.835
23-01-2015,0,0,33.44,3.18,3,2.83,2.96,2.986
24-01-2015,32.79,33.19,0,0,0,0,3.13,3.13
25-01-2015,0,0,0,0,0,0,3.13,3.13
26-01-2015,35.68,35.52,46.2,3.18,2.97,2.82,2.92,2.881
27-01-2015,0,35.11,57.95,3.16,2.96,2.8,2.96,2.981
28-01-2015,0,0,0,3.18,2.99,2.82,2.89,2.866
29-01-2015,0,34.77,0,3.12,2.93,2.76,2.88,2.719
30-01-2015,0,0,0,0,0,0,2.88,2.691
31-01-2015,0,0,0,3.09,2.86,2.71,3.13,3.13
01-02-2015,0,0,30.89,3.38,3.25,3.19,3.13,3.13
02-02-2015,0,33.81,0,2.91,2.63,2.46,2.88,2.68
03-02-2015,34.2,32.81,0,2.92,2.65,2.47,2.67,2.754
04-02-2015,0,32.71,0,2.91,2.66,2.47,2.73,2.662
05-02-2015,34.5,33.65,0,2.93,2.67,2.51,2.66,2.6
06-02-2015,0,0,0,2.83,2.5,2.35,2.66,2.579
07-02-2015,0,29.21,0,0,0,0,3.13,3.13
08-02-2015,0,0,0,0,0,0,3.13,3.13
09-02-2015,0,32.31,0,2.76,2.4,2.23,2.62,2.597
10-02-2015,33.67,33.57,0,2.84,2.63,2.45,2.67,2.677
11-02-2015,33.75,33.22,0,2.86,2.74,2.48,2.86,2.797
12-02-2015,0,0,0,3.03,2.89,2.72,2.86,2.713
13-02-2015,35,33.76,0,2.98,2.86,2.64,2.75,2.804
14-02-2015,31.25,30.4,0,0,0,0,3.13,3.13
15-02-2015,0,0,0,0,0,0,3.13,3.13
