"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","AR","NGPZB","13483","11763","13153","15391","13518","12156","9413","9223","11250","12473","11385","9639","8630","7658","10601","8341","6067","5852","7564","9717","8709","8478","8140","9783","12098","12412","12831","11753","10445","9140","8914","8791","8045","8626","7862","9028","10958","10332","10013","9230","9615","11455","10712","11657","11812","8905"
"2015F","AR","NGRFB","10204","8894","5991","5069","6139","5696","5096","4882","4342","4752","4324","13772","13820","12588","11862","12055","13978","8738","14496","16036","15119","13671","16456","16480","18163","18863","18302","19401","23432","19670","17210","16266","15122","13945","11416","12039","11966","10280","10944","10911","11353","12066","12129","6678","6694","6798"
"2015F","AR","P5RFB","9587","7942","3787","4266","4233","4175","4046","4380","5431","4419","4272","3052","3346","4046","4087","3964","4340","4515","5403","5431","5690","5303","6466","6147","6551","6244","7340","7297","6166","5869","5630","7220","7274","7854","8421","8731","9181","8859","7891","8440","9112","9939","10150","9552","8790","8906"
"2015F","AR","PCISB","5941","6110","6852","6262","5079","5659","5093","6783","5683","4084","3461","7325","5796","3026","4598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193","63","0","0","0","0","0","0","0","0","0"
"2015F","AR","PCRFB","2440","2349","211","0","0","0","0","0","994","0","0","912","1102","1143","1244","1418","1402","1379","1519","1458","1517","1449","1589","1723","1609","1576","1644","1645","1611","1605","1673","1647","1630","1634","1732","1640","1803","1688","1550","1701","1808","1762","1775","1622","1509","1540"
"2015F","AR","RFISB","1026","455","4530","11121","17613","22489","21775","18798","17328","17835","8777","9628","8698","3421","2266","4191","4358","1238","1037","1001","961","484","73","912","1279","950","537","82","21","104","56","1274","289","1128","2580","210","28","434","279","253","5","139","67","79","64","8"
"2015F","AR","RFRFB","176","792","1012","1408","824","358","547","560","415","402","264","1322","687","354","257","376","1141","429","343","480","383","423","94","444","388","333","190","50","0","0","0","0","2","53","222","0","0","0","0","2","0","0","0","0","0","0"
"2015F","AR","SFCCB","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AR","SFINB","","","","","","","","","","","3","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AR","SFRCB","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AR","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","13","18","23","23","24"
"2015F","AR","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AR","SORCB","","","","","","","","","","","","","","","","","","","","1250","1281","1278","1278","1272","1259","1230","1189","1108","1033","931","795","642","500","367","239","90","94","53","53","59","69","71","82","85","87","91"
"2015F","AR","TEPFB","178749","179144","184093","194022","195642","201062","221356","248244","262245","264856","281079","263268","257301","266296","276528","275347","259704","263644","281616","274685","285598","282845","291372","323261","332776","340404","344365","353138","379211","368373","385597","381573","379664","367525","384870","398075","388900","397019","388750","365733","394507","401728","379178","375055","378602","353763"
"2015F","AR","TERFB","20521","18587","11713","11758","11747","10635","10246","10513","11266","10236","9304","21446","20480","19415","19199","18877","21725","16221","22690","24604","24114","22333","26083","26992","30242","30864","29627","30596","33400","29441","27074","28201","27065","26339","25077","25871","26723","25077","24730","25158","27677","29071","29096","17225","16465","16556"
"2015F","AR","TETCB","709020","700849","744791","820242","798522","785929","841074","886514","887235","872845","859453","821962","792669","796758","799105","789635","759661","736276","817841","882970","855915","845501","874435","949104","980005","1030766","1048205","1067479","1087591","1104954","1145594","1100513","1122768","1104297","1095431","1118725","1114862","1128824","1110485","1042171","1120582","1122455","1067536","1098066","1115084","1055502"
"2015F","AR","TNSCB","530271","521705","560699","626221","602880","584866","619718","638270","624991","607990","578379","558700","535373","530462","522576","514288","499957","472631","536224","608285","570316","562657","583063","625844","647229","690363","703840","714342","708381","736581","759997","718939","743104","736772","710560","720650","725961","731805","721735","676438","726076","720728","688358","723012","736481","701739"
"2015F","AR","WDRSB","3208","2950","2752","2507","2785","3308","3711","4075","3612","3724","788","825","1585","917","1437","1480","1348","1641","1751","1770","1236","1296","1359","1889","1793","1793","1862","918","816","837","901","871","884","930","954","2191","1943","2147","2403","3746","3270","3345","3122","4311","4389","3269"
"2015F","AR","WDRXB","5134","4721","4403","4012","4456","5292","5938","6520","5779","5959","1261","1320","2535","1466","2299","2368","2157","2625","2802","2833","1925","2018","2117","2942","2792","2792","2900","1430","1270","1304","1404","1356","1377","1449","1485","3412","3026","3345","3743","5834","5094","5209","4862","6714","6835","5092"
"2015F","AR","WWCSB","60","56","52","47","53","63","70","77","69","71","20","20","36","21","32","35","40","56","62","143","174","178","187","291","286","317","315","200","184","238","232","278","296","290","267","415","380","395","423","565","569","555","507","570","564","634"
"2015F","AR","WWCXB","96","89","83","76","84","100","112","124","110","113","31","32","57","33","52","56","63","89","99","229","348","360","370","543","521","509","521","352","315","340","359","315","277","295","275","569","525","552","581","832","821","792","686","795","817","892"
"2015F","AR","WWISB","6437","6712","7387","7722","7335","6773","7868","10060","10601","8986","10336","10909","10553","11920","12161","12110","13261","13205","13737","62407","42214","43626","47036","55857","53899","66140","69775","71054","66800","66513","68219","53270","63105","63213","52076","64849","69759","72020","60059","51718","63749","65916","65944","63260","62257","56087"
"2015F","AR","WWIXB","19328","20154","22180","23186","22025","20335","23625","30205","31831","26980","39955","42171","40797","46081","47012","46813","44975","43992","45342","18852","24695","23935","25186","24233","23188","11381","12396","12931","12576","12914","12350","10725","7000","7125","18397","7643","7684","8004","7693","19277","7454","7963","8106","6478","6477","6476"
"2015F","AR","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AR","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","CLOSB","109","193","278","235","222","2632","7305","17073","9159","37988","13100","24718","30807","30339","36634","38793","46275","13295","12290","14263","13251","13737","12831","13482","14656","13106","13367","13716","13427","13167","15958","14718","13988","15249","16194","15926","16315","15308","12929","8730","10772","10021","8709","4318","5189","5434"
"2015F","AZ","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","DFISB","8079","9962","15359","20864","18775","18134","19040","26453","32857","22889","20798","17362","12598","12937","15167","10478","16447","12041","11006","18054","16029","15077","15833","14749","16070","20892","23665","24615","21065","24191","24566","25242","21822","17730","18275","28628","26359","24870","34931","26639","28878","32976","32683","33062","30001","25489"
"2015F","AZ","DFRFB","0","0","0","0","0","0","0","0","0","0","0","78","63","0","0","0","0","0","0","87","97","95","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1562","3012","3023","3149","3058","2153","0","2299","2671"
"2015F","AZ","ESISB","16212","17049","19083","20377","21728","23433","24578","24755","25344","27518","27306","31977","25721","26997","25478","28855","28517","28981","31600","31289","32182","33431","35688","37495","38567","40916","43615","45219","42817","42501","40859","38817","37622","37237","40624","38824","41829","41904","43910","38216","39040","42146","42473","42716","50026","50810"
"2015F","AZ","ESRFB","0","0","0","0","0","0","0","0","0","0","0","2254","1817","0","0","0","0","0","0","1882","2053","2071","2032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","45","45","45","50","54","54","56","52","48","40","42","42","50","48","48","48","48"
"2015F","AZ","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","227","227","227","227","227","227","227","227","227","227","228","228","228","228","162","181","205","209","224","290","244","249","249","247","247","247","247"
"2015F","AZ","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","8","8","8","8","8","9","9","9","14","14","15","16","19","20","23","26","30","35","44","48","46","50","50","50","50"
"2015F","AZ","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","HYICB","141","95","134","111","69","149","167","31","112","164","158","159","159","160","159","159","159","158","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","LGISB","945","902","1036","1166","1656","1567","1267","1268","1370","2304","2683","1065","1710","1555","1861","1792","1941","2117","2336","1513","1411","1261","1833","2879","2829","2659","2368","1177","457","413","590","882","279","1664","1551","684","1034","1383","1688","1278","1266","1290","1232","1039","793","1169"
"2015F","AZ","LGRFB","0","0","0","0","0","0","0","0","0","0","0","325","425","0","0","0","0","0","0","584","531","933","1503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","LOTCB","113652","125321","142083","154856","167346","173245","180665","190140","198532","212186","219361","230313","216718","223744","231449","257890","260141","276690","293996","320965","314738","311603","325753","328961","348315","366339","402894","408521","416250","431003","458079","457794","442353","447185","458688","465666","483669","500663","494148","481714","485003","513656","500811","507037","515170","510298"
"2015F","AZ","NGISB","61117","64107","66452","68929","68924","53390","57191","53037","48768","46406","39530","41388","27132","31087","30493","17259","8800","18407","25007","19502","16966","17989","18769","21761","26594","28714","27252","28498","28627","27463","21434","21360","17454","15471","21069","17372","18793","19852","20713","18276","19567","22006","23123","22732","23214","21307"
"2015F","AZ","NGLPB","53","53","46","41","0","0","0","0","0","0","0","234","7","7","7","6","5","6","5","37","73","47","42","51","63","60","59","52","47","35","37","40","59","18","25","24","23","21","21","17","19","17","12","4","10","9"
"2015F","AZ","NGPZB","25365","27664","27278","25232","23605","17939","16119","15714","16162","21197","22312","25652","19503","12985","14338","19391","13123","17274","18967","19248","26094","24111","24106","17828","25617","19034","17429","19021","19912","18867","20865","22297","20536","18414","16123","17968","21004","20921","22789","21227","15705","13329","12626","12949","13919","15903"
"2015F","AZ","NGRFB","0","0","0","0","0","0","0","0","0","0","0","8235","4215","0","0","0","0","0","0","2101","2007","1686","1623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","P5RFB","0","217","534","149","215","212","342","410","420","410","394","162","254","0","0","0","0","0","0","742","774","635","790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","PCRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","AZ","RFISB","349","493","1000","1486","1560","643","1645","2518","1406","734","966","108","82","32","81","193","240","110","197","23","78","743","399","1094","280","433","500","88","123","172","145","172","183","0","206","131","108","136","0","0","0","41","0","0","0","0"
"2015F","AZ","RFRFB","0","0","0","0","0","0","0","0","0","0","0","23","15","0","0","0","0","0","0","13","36","360","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
